district,apartment_type,property_type,floor_area,price,price_m2,build_year,floor,elevator,condition,plot,energy_class,date_scrape,municipaliy
,,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Espoo&cr=1&t=3&l=0&z=0&search=1&sf=0&so=a
Viikinmäki,"2 h, avokeitti&...",kt,"52,00",270328,5199,2021,3/4,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Tapaninkylä,2h+avok.+kph+s+...,rt,"53,00",199000,3755,1986, ,ei,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Lauttasaari,2h+k+kph+s+p,kt,"53,00",346000,6528,2012,2/8,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Honkasuo,"2h, k",rt,"56,50",224500,3973,2021,1/2,ei,hyvä,vuokra							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Pohjois haaga,"2 h, k, kph, et...",kt,"57,40",180500,3145,1973,1/6,on,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Kruununhaka,2h+kt+kph+vh,kt,"58,00",485000,8362,1911,2/4,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Pukinmäki,2h+k+kph+ lasit...,kt,"54,00",158000,2926,1972,3/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Kallio,"2h, kk, alk, kph",kt,"54,00",295000,5463,1937,4/7,on,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Puotila,"2h, k, kph, s",kt,"58,50",205000,3504,2000,2/4,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Vuosaari,"2h, k, kph, par...",kt,"63,00",195000,3095,1971,4/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Viikinmäki,"2 h, avokeitti&...",kt,"33,00",203510,6167,2021,4/5,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Etu-töölö,"2h, kk, kph, et...",kt,"39,40",340000,8629,1927,4/6,on,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Roihuvuori,2h+kk+kh,kt,"43,00",189000,4395,1957,2/3,ei,tyyd.,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Viikinmäki,"2 h, avokeitti&...",kt,"29,50",184147,6242,2021,2/5,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Kallio,1-2 h+avok+kph+...,kt,"43,00",470000,10930,2013,8/8,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Pikku huopalahti,"2h, avok, kph, ...",kt,"45,00",320000,7111,2006,2/8,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Aurinkolahti,"2h, avok, kph, ...",kt,"47,50",258000,5432,2004,4/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Kulosaari,2h+k+kph+et+parv.,kt,"49,00",272000,5551,1979,1/4,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Lauttasaari,"2h,k,vh,las.parv.",kt,"53,00",345000,6509,1956,1/4,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Pukinmäki,2h+k+kph+s+parv...,kt,"53,50",176000,3290,1985,4/5,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Pukinmäki,2h+k+kph+ lasit...,kt,"54,00",151000,2796,1972,2/3,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Pukinmäki,2h+k+kph+ lasit...,kt,"54,00",155000,2870,1972,1/3,ei,tyyd.,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Kontula,"2h, avok, kph, ...",kt,"55,00",116000,2109,1967,5/7,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Hermanni,"2h, k, kph, p",kt,"55,00",320000,5818,1959,1/4,ei,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Töölö,2h+kk,kt,"64,00",425000,6641,1936,4/6,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Herttoniemenranta,2h+k,kt,"51,50",355000,6893,2018,1/2,on,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Vanhankaupunginkoski,"2h, k, s, p",kt,"52,00",318000,6115,2008,2/5,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Hermanni,"2h, keittiö...",kt,"47,00",290500,6181,1960,3/4,ei,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Ylä-malmi,"2h, k",kt,"53,00",113000,2132,1965,3/4,ei,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Alppila,2h+avok+kph+vh,kt,"58,00",385000,6638,1958,6/7,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Vuosaari,2h+k+kph+parveke,kt,"79,00",232500,2943,1966,7/8,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Sörnäinen,2h+avok+kph+et ...,kt,"43,00",279000,6488,1937,3/7,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Ullanlinna,2 h/avokeitti...,kt,"50,00",417700,8354,1933,3/6,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Vesala,"2h, k, kph, vh,...",kt,"57,00",139000,2439,1990,4/5,on,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Vuosaari,2h+k+kph+vh,kt,"65,00",151000,2323,1966,1/2,on,huono,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Hakaniemi,2h+k+p,kt,"65,00",413000,6354,1938,7/7,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Eiranranta,"2h, k, kph, sau...",kt,"69,00",780000,11304,2007,2/7,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Kannelmäki,"2k, k, kh, las....",kt,"40,00",175000,4375,1958,1/4,ei,tyyd.,vuokra							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Koskela,"2h, kt",kt,"45,00",300000,6667,2021,5/7,on,hyvä,vuokra							,A,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Meri-rastila,2h+kk+kph+p,kt,"46,00",135000,2935,1991,3/3,ei, ,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Vuosaari,"2h, kk",kt,"47,50",145000,3053,1965,1/3,ei,huono,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Hermanni,"2h, k, kph, par...",kt,"51,00",310000,6078,1959,1/4,ei,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Ullanlinna,2h+k+kph+wc,kt,"54,10",485000,8965,1929,4/7,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Etu-töölö,"2 h, avok, alko...",kt,"56,30",389000,6909,1924,1/6,on,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Tapaninvainio,"2 h, k, kph, sa...",kt,"58,50",170000,2906,1984,2/2,ei,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Kannelmäki,2h+k+s,kt,"59,00",190000,3220,1991,2/3,ei,tyyd.,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Taka-töölö,"2 h, halli, kk,...",kt,"61,00",390000,6393,1939,1/3,ei,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
Viikinmäki,"2 h, avokeitti&...",kt,"36,50",217081,5947,2021,3/4,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=25&search=1&sf=0&so=a
"
								",,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Alppila,"2h, kk, kph, ra...",kt,"37,00",245000,6622,1947,2/6,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Herttoniemi,2h+kk,kt,"41,00",256000,6244,1955,4/4,ei,hyvä,vuokra							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Meilahti,"2h, avok, kph",kt,"46,00",318000,6913,1939,1/3,ei,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Punavuori,"2h, kk, kph",kt,"47,00",320000,6809,1939,2/7,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Lauttasaari,"2h, avok., kph,...",kt,"48,50",380000,7835,2017,4/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Tapanila,"2h, k, kph, las...",kt,"51,00",200000,3922,1969,3/3,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Veräjämäki/oulunkylä,"2h+kk+kph+las.p, ",kt,"52,00",194000,3731,1979,2/3,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Katajanokka,2h+avok.+kph,kt,"59,00",497000,8424,1909,7/7,on,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Viikinmäki,"2 h, avokeitti&...",kt,"29,50",179675,6091,2021,2/5,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Viikinmäki,"2 h, avokeitti&...",kt,"42,00",232372,5533,2021,2/5,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
"Vallila, hermanni",2h+k+m.alk,kt,"53,00",285000,5377,1958,6/6,on,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Munkkiniemi,"2 h, k, p (yj: ...",kt,"54,00",375000,6944,1957,3/4,on,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Honkasuo,"2h, k",rt,"56,50",225500,3991,2021,1/2,ei,hyvä,vuokra							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Sörnäinen,2h+kk,kt,"46,50",275000,5914,1935,5/7,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Pihlajamäki,2H+K,kt,"56,50",154000,2726,1984,3/4,ei,tyyd.,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Honkasuo,"2h, k",rt,"56,50",223900,3963,2021,1/2,ei,hyvä,vuokra							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Lauttasaari,"1-2h, avok, rt,...",kt,"59,00",450000,7627,2015,1/6,on,hyvä,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Vallila,2h+kt,kt,"42,00",310000,7381,2020,2/6,on,hyvä,vuokra							,A,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Länsi-pasila,"2h, kt, kph, vh...",kt,"43,00",288000,6698,2017,2/5,on,hyvä, 							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Veräjälaakso,2h+kk+s,kt,"48,00",202500,4219,1997,4/5,on,hyvä,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Pasila,2h+kt,kt,"50,00",376500,7530,2020,2/12,ei,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Punavuori,"2h, k, kph",kt,"61,50",515000,8374,1912,4/4,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Lauttasaari,2h+k+kph+s+vh+e...,kt,"66,00",535000,8106,2000,3/4,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Arabianranta,"2h,avok,kh,lasi...",kt,"42,50",309155,7274,2015,6/11,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Puotila,1 h + tupak,kt,"46,00",199500,4337,2000,5/6,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Puotila,"2h,kt,kph,s,par...",kt,"55,50",258500,4658,2006,3/3,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Vuosaari,"2h, k, s, lasit...",kt,"56,00",169000,3018,1991,2/4,on,tyyd.,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Kamppi,2h + kt,kt,"56,00",410000,7321,1928,1/4,on,hyvä,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Tapanila,"2h,k,kh",kt,"57,00",193000,3386,1989,3/3,ei,hyvä,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Katajanokka,"2h, avokeitti...",kt,"57,90",451000,7789,1903,3/4,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Lauttasaari,"2h, k, kph, vh,...",kt,"60,80",395000,6497,1954,4/4,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Etu-töölö,"2h, avok, kph",kt,"75,50",565000,7483,1928,4/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Vuosaari,"2h, kk, s",kt,"40,50",138000,3407,1990,3/3,on,tyyd.,vuokra							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Viikinmäki,2H+KT+S,kt,"49,00",306350,6252,2020,2/3,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Taka-töölö,"2h, k, kph",kt,"50,00",322000,6440,1939,2/6,on,tyyd.,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
"Alppila, alppiharju",2h+k+kph+parv.,kt,"52,50",345000,6571,1962,7/8,on,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Etelä-haaga,"2 h, k, kh,vh, ...",kt,"54,50",270500,4963,1966,4/4,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Kruununhaka,"2h,kk,kph,et",kt,"35,50",275000,7746,1930,1/5,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Etelä-haaga,"2h, kk, kph, vh...",kt,"37,50",245000,6533,1962,2/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Käpylä,"2 h, kk, kph, et.",kt,"39,00",239500,6141,1946,2/4,ei,hyvä,vuokra							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Alppila,2h+kk+kph,kt,"41,00",184000,4488,1936,2/4,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Mellunmäki,2 h + k + kph +...,kt,"45,00",134000,2978,1974,2/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Viikinmäki,2H+KT+S,kt,"49,00",306350,6252,2020,2/3,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Etu-töölö,"2h, kk, wc",kt,"57,00",399500,7009,1927,1/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Ruskeasuo,"2r,kk, parveke",kt,"42,00",342000,8143,1996,5/6,on,hyvä,oma							,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Etu-töölö,"2h, k, kph",kt,"55,80",407000,7294,1928,7/7,on,tyyd.,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Pikku huopalahti,2h+kk,kt,"44,00",237290,5393,1992,2/4,on,tyyd.,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Konala,2h+k,kt,"54,00",143000,2648,1968,3/4,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
"Vallila, konepaja","2h, avok, s, p",kt,"43,00",319000,7419,2009,1/6,on,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Vuosaari,2h+kk,kt,"47,50",162000,3411,1965,3/3,ei,hyvä,oma							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Meilahti,"2h,k, kph",kt,"51,00",332000,6510,1950,3/9,on,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
Herttoniemenranta,2H+K,kt,"51,00",353000,6922,2018,2/3,ei,hyvä,oma							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=26&search=1&sf=0&so=a
"
								",,,,,,,,,,,,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=27&search=1&sf=0&so=a
Pihlajamäki,"2h, k",kt,"59,50",128000,2151,1975,6/7,on,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=27&search=1&sf=0&so=a
Pohjois-haaga,"2h, kk, kph, pa...",kt,"44,00",242000,5500,1955,4/4,ei,tyyd.,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=27&search=1&sf=0&so=a
Käpylä,2 huonetta ja k...,kt,"45,00",290000,6444,1941, ,ei,hyvä,vuokra							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=27&search=1&sf=0&so=a
Hermanni,"2h, k, vh, parveke",kt,"54,50",320000,5872,1957,3/4,on,hyvä,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=27&search=1&sf=0&so=a
Viikinmäki,"2 h, avokeitti&...",kt,"36,00",220104,6114,2021,4/4,on,hyvä,vuokra							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=27&search=1&sf=0&so=a
Toukola,2h+kk+kph+parveke,kt,"36,00",230000,6389,1948,3/4,ei,hyvä,vuokra							,F,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=27&search=1&sf=0&so=a
Konala,2h+kk,kt,"40,00",165836,4146,1964,1/3,on,tyyd.,oma							,G,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=27&search=1&sf=0&so=a
Sörnäinen,"2h, k, ruokailu...",kt,"52,00",305000,5865,1995,5/7,on,hyvä,vuokra							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=27&search=1&sf=0&so=a
Honkasuo,"2h, k",rt,"56,50",129795,2297,2021,1/2,ei,hyvä,vuokra							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=27&search=1&sf=0&so=a
Honkasuo,"2h, k",rt,"56,50",225800,3996,2021,1/2,ei,hyvä,vuokra							,B,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=27&search=1&sf=0&so=a
Puotila,"2h,k,kph,parveke",kt,"39,50",171000,4329,1984,1/3,ei,tyyd.,oma							,D,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=27&search=1&sf=0&so=a
Etelä-haaga,2 h+kk,kt,"41,00",253000,6171,1956,1/3,ei,hyvä,oma							,E,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=27&search=1&sf=0&so=a
Kalasatama,"2h, kt, kph, la...",kt,"43,00",417000,9698,2020,4/6,on,hyvä,oma							,C,20/02/2021,https://asuntojen.hintatiedot.fi/haku/?c=Helsinki&cr=1&t=3&l=0&z=27&search=1&sf=0&so=a
