balcony,build_year,building_material,condition,floor_area,floor_info,floors,heating_type,house_info,lift,location,lot_owned,lot_size,maintenance,price,property_type,sauna,municipality,kitchen_type,balcony_type,floors_info,floor_num,park_space_type,address,postcode,Unit maintenance cost
Asunnossa on parveke,2007.0,concrete,good,64.0,2/2,2,Kaukolämpö,2h + kk + kph + wc + aula + s + vh,False,"äraportti 2,, ,02620 espoo",True,8164.0,"217,60 € / kk",258000.0,row house,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,2,,äraportti 2,02620,217.0
Asunnossa on parveke,1969.0,concrete,good,78.5,2/3,3,Kaukolämpö,3h + k,False,"viherkallionkuja 3 aa,, ,02710 espoo",True,33700.0,"375,76 € / kk",159000.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchen,glassed-in balcony,,2,,viherkallionkuja 3 aa,02710,375.0
,2011.0,concrete,good,84.5,2/2,2,"Kaukolämpö,Kaukolämpö",espoo kauklahti rt,False,"narvankuja 1,, ,02780",True,6093.0,"281,44 € / kk",334000.0,row house,,ESPOO,kitchen,,,2,Garage,narvankuja 1,02780,281.0
Asunnossa on parveke,2020.0,concrete,good,62.0,3/7,7,,3 h + k +  + kph + parveke (yht.j.mukaan 3h + k + p,True,"niittykatu 10,, ,02200 espoo",False,7022.0,"338,46 € / kk",249000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,,3,,niittykatu 10,02200,338.0
,1998.0,concrete,good,159.0,2/2,2,Sähkö,5-6h + k + saunaosasto + autotalli,False,"vanhan-mankkaan tie 27 a as.,, ,02180",True,1242.0,"185,00 € / kk",599000.0,detached house,,ESPOO,kitchen,,,2,Garage,vanhan-mankkaan tie 27 a as.,02180,185.0
Asunnossa on parveke,2001.0,concrete,good,122.0,1/2,2,Sähkölämmitys,5 h + avok + s-kh + kh + p + piha,False,"tonttumuorinkuja 5,, ,02200 espoo",True,1365.0,"620,98 € / kk",492000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,2.0,1,,tonttumuorinkuja 5,02200,620.0
Asunnossa on parveke,2006.0,concrete,good,48.0,1/5,5,,2h + kk + sauna + 21m² lasitettu terassiparveke,True,"tuulikuja 4,, ,02100",True,,"168,00 € / kk",325900.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,5.0,1,,tuulikuja 4,02100,168.0
Asunnossa on parveke,2021.0,concrete,good,72.0,7/8,8,"Kaukolämpö, vesikiertoinen lattialämmitys",3h + kt + lasitettu parveke,True,"ahertajantie 3 a 44,, ,02100",True,3075.0,"360,00 € / kk",586800.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,7,,ahertajantie 3 a 44,02100,360.0
,1975.0,concrete,good,164.0,1/2,2,"Kaukolämpö,vesikeskuslämmitys",oh + keittiö + 4mh + takkahuone + h + sauna + kph + 2xwc + varas,False,"matinlahdenkatu 3,, ,02230 espoo",True,13755.0,"656,00 € / kk",448000.0,row house,Asunnossa on sauna,ESPOO,kitchen,,2.0,1,Carport,matinlahdenkatu 3,02230,656.0
Asunnossa on parveke,2003.0,concrete,good,53.5,2/3,3,"Kaukolämpö,Koneellinen poisto, ilmalämpöpumppu",2h + k + s,False,"törmäniitynahde 4,, ,02710 espoo",True,2197.0,"200,63 € / kk",215000.0,apartment,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,2,,törmäniitynahde 4,02710,200.0
Asunnossa on parveke,2003.0,concrete,good,53.5,4/8,8,Kaukolämpö,2 h + kk + s + kph + vh + lasitettu parveke,True,"puntaritie 3 a,, ,02230",True,1147.0,"181,90 € / kk",294250.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,4,,puntaritie 3 a,02230,181.0
Asunnossa on parveke,2019.0,concrete,good,43.5,4/6,6,Kaukolämpö,2h + avok + kph + s + et + lasitettu parveke,True,"kaarlo sarkian katu 10,, ,02600",False,3588.0,"343,76 € / kk",245000.0,apartment,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,4,,kaarlo sarkian katu 10,02600,343.0
Asunnossa on parveke,,concrete,mediocre,56.5,1/1,1,,3h + k + p (las),True,"tiimalasintie 6 b47,, ,02330",False,,"579,74 € / kk",249865.0,apartment,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,,tiimalasintie 6 b47,02330,579.0
Asunnossa on parveke,1984.0,concrete,mediocre,61.5,4/4,4,Kaukolämpö,2h + k,False,"ruorikuja 2,, ,02320 espoo",True,4639.0,"339,42 € / kk",189000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,,4,,ruorikuja 2,02320,339.0
,1960.0,concrete,mediocre,46.0,3/4,4,Kaukolämpö,2h + k,False,"naavakalliontie 2,, ,02120 espoo",True,7557.0,"170,40 € / kk",285000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,,,3,,naavakalliontie 2,02120,170.0
Asunnossa on parveke,1973.0,concrete,good,76.5,4/4,4,"Kaukolämpö,Kaukolämpö",ylimmän kerroksen uudenveroinen kolmio,False,"maininkitie 14,, ,02320",True,3063.0,"506,43 € / kk",237000.0,apartment,,ESPOO,kitchen,glassed-in balcony,,4,,maininkitie 14,02320,506.0
,2008.0,concrete,good,222.0,1/1,1,"Kaukolämpö,Kustannukset: n. 4400€/v",10h + 2kph + 4wc + s + vaatehuone + + autotalli (erillinen yk,False,"ruukinrannantie 9,, ,02600",True,,,1150000.0,terraced house,Asunnossa on sauna,ESPOO,open plan kitchen,,3.0,1,Garage,ruukinrannantie 9,02600,
Asunnossa on parveke,2001.0,concrete,good,110.0,1/1,1,,4h + k + wc + kph + s + vh + parveke + terassi,False,"punatulkuntie 4,, ,02660",True,,"412,50 € / kk",432911.0,row house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,2.0,1,,punatulkuntie 4,02660,412.0
Asunnossa on parveke,1972.0,concrete,mediocre,257.0,2,2,kaukolämpö,6h + k + 2kph + s + wc + khh + vh + uima-allas + ter + parv,False,"mellstenintie 17 b,, ,02170",True,14915.0,"642,00 € / kk",1289000.0,row house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,2,,mellstenintie 17 b,02170,642.0
Asunnossa on parveke,2010.0,concrete,good,129.0,1/2,2,Kaukolämpö,4h + k + s,False,"vanha ingaksentie 7,, ,02940 espoo",True,4418.0,"483,75 € / kk",465000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,,vanha ingaksentie 7,02940,483.0
,2011.0,concrete,good,414.0,1/1,1,"Maalämpö, vesikiertoinen lattialämmitys, erillinen jäähdytys",olohuone + 4-5 mh + keittiö + rt + khh + saunaosasto + k,False,"espoo, kaitalahdenranta,, ,02260 espoo",True,,,1920000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,3.0,1,,espoo,02260,
Asunnossa on parveke,1982.0,concrete,good,100.0,1/2,2,Sähkölämmitys,3h + kt + kph + s + wc + p + terassi,False,"kallionlaita 4,, ,02610 espoo",True,6006.0,"500,00 € / kk",359000.0,terraced house,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,1,,kallionlaita 4,02610,500.0
Asunnossa on parveke,,concrete,mediocre,34.5,1/1,1,,2h + k + p (las),True,"tiimalasintie 6 b34,, ,02330",False,,"353,80 € / kk",163998.0,apartment,,ESPOO,kitchen,glassed-in balcony,,1,,tiimalasintie 6 b34,02330,353.0
Asunnossa on parveke,2021.0,concrete,good,75.5,3/5,5,Kaukolämpö,3h + kt + kph + s + lasitettu parveke,True,"reelinkikatu 3 b 11,, ,02330",False,18695.0,"538,64 € / kk",315504.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,3,,reelinkikatu 3 b 11,02330,538.0
Asunnossa on parveke,2021.0,concrete,good,67.0,2/5,5,Kaukolämpö,3h + kt + kph + erill. wc + lasitettu parveke,True,"reelinkikatu 3 b 13,, ,02330",False,18695.0,"461,14 € / kk",257764.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,2,,reelinkikatu 3 b 13,02330,461.0
Asunnossa on parveke,2021.0,concrete,good,27.0,4/5,5,Kaukolämpö,1h + kt + kph + lasitettu parveke,True,"reelinkikatu 3 b 15,, ,02330",False,18695.0,"212,40 € / kk",137752.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,4,,reelinkikatu 3 b 15,02330,212.0
Asunnossa on parveke,2021.0,concrete,good,39.0,4/5,5,Kaukolämpö,2h + kt + kph + lasitettu parveke,True,"reelinkikatu 3 b 14,, ,02330",False,18695.0,"293,46 € / kk",182321.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,4,,reelinkikatu 3 b 14,02330,293.0
Asunnossa on parveke,2021.0,concrete,good,27.0,4/5,5,Kaukolämpö,1h + kt + kph + lasitettu parveke,True,"reelinkikatu 3 b 16,, ,02330",False,18695.0,"212,40 € / kk",137752.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,4,,reelinkikatu 3 b 16,02330,212.0
Asunnossa on parveke,2021.0,concrete,good,56.0,4/5,5,Kaukolämpö,3h + kt + kph + lasitettu parveke,True,"reelinkikatu 3 b 17,, ,02330",False,18695.0,"399,74 € / kk",232323.0,apartment,Asunnossa ei ole saunaa,ESPOO,kitchenette,glassed-in balcony,,4,,reelinkikatu 3 b 17,02330,399.0
Asunnossa on parveke,2021.0,concrete,good,73.5,4/5,5,,3h + kt + s + kaksi lasitettua parveketta,True,"koronakatu 1 e e122,, ,02210",,,"493,92 € / kk",373120.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,4,Carport,koronakatu 1 e e122,02210,493.0
Asunnossa on parveke,2019.0,concrete,good,32.5,3/6,6,Kaukolämpö,1h + kt + alkovi + ransk.parveke (yj:n muk. 1h + kt + alkovi,True,"reviisorinkatu 10,, ,02770 espoo",False,3042.0,"602,64 € / kk",159500.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,3,,reviisorinkatu 10,02770,602.0
Asunnossa on parveke,2021.0,concrete,good,65.5,5/8,8,,3h + kt + s,True,"koronakatu 1 a11,, ,02210",,,"421,17 € / kk",388100.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,5,,koronakatu 1 a11,02210,421.0
Asunnossa on parveke,2021.0,concrete,good,46.5,4/8,8,,2h + kt,True,"koronakatu 1 b25,, ,02210",,,"299,00 € / kk",282552.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,4,,koronakatu 1 b25,02210,299.0
Asunnossa on parveke,2021.0,concrete,good,107.0,2/8,8,,4-5h + kt + s,True,"koronakatu 1 b14,, ,02210",,,"688,01 € / kk",533837.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,2,,koronakatu 1 b14,02210,688.0
Asunnossa on parveke,2021.0,concrete,good,67.5,7/8,8,,3h + kt + s,True,"koronakatu 1 b37,, ,02210",,,"434,03 € / kk",384293.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,7,,koronakatu 1 b37,02210,434.0
Asunnossa on parveke,2021.0,concrete,good,91.5,5/8,8,,4h + kt + s,True,"koronakatu 1 b31,, ,02210",,,"588,35 € / kk",479693.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,5,,koronakatu 1 b31,02210,588.0
,1968.0,concrete,mediocre,186.0,1/1,1,Kaukolämpö ( asuinrakennus ),4 -5h + avok + s + khh + at + ulkouima-allas + oma laitu,False,"nuottaharju 2,, ,02230",True,1870.0,,1230000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,1.0,1,Garage,nuottaharju 2,02230,
Asunnossa on parveke,2005.0,concrete,good,134.5,2/2,2,Kaukolämpö,3 h + k + arkioh. + sauna + khh + varasto + autotalli,False,"ymmerstanrinne 4,, ,02750 espoo",True,5955.0,"484,20 € / kk",485000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,2,Garage,ymmerstanrinne 4,02750,484.0
,2021.0,concrete,good,141.0,1/1,1,"PILP, vesikiertoinen lattialämmitys",4h + th + k + rt + et + 2* erill.wc + khh + kph + s,False,"juhanintie 2d,, ,02180 espoo",True,,,618000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,2.0,1,,juhanintie 2d,02180,
,2021.0,concrete,good,136.0,1/1,1,poistoilmalämpöpumppu,5h + k + rt + kph + khh + s + et + wc + var + autokatos,False,"kivitie 26 a,, ,02240 espoo",True,,,638000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,1.0,1,Garage,kivitie 26 a,02240,
,2021.0,concrete,good,136.0,1/1,1,poistoilmalämpöpumppu,5h + k + rt + kph + khh + s + et + wc + var + autokatos,False,"kivitie 26 b,, ,02240 espoo",True,,,638000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,1.0,1,Garage,kivitie 26 b,02240,
Asunnossa on parveke,2021.0,concrete,good,172.5,1/2,2,Maalämpö,4h + k + rt + 2*vh + 2*erill wc + pu + kph + khh + st + var,False,"mäenrinne 22 b,, ,02160 espoo",True,2374.0,,828000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,2.0,1,,mäenrinne 22 b,02160,
Asunnossa on parveke,1976.0,concrete,mediocre,85.5,1/3,3,Kaukolämpö,4h + k + kph + wc + parv,False,"leenankuja 2 d,, ,02230",True,7190.0,"410,40 € / kk",239000.0,apartment,,ESPOO,kitchen,glassed-in balcony,,1,,leenankuja 2 d,02230,410.0
Asunnossa on parveke,1976.0,concrete,mediocre,102.0,1/2,2,Kaukolämpö,3-4h + k + erill. wc + kph + s + parveke + 2xvarasto,False,"niittyrinteenkuja 2 as 40,, ,02760",True,6972.0,"601,80 € / kk",228000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,,niittyrinteenkuja 2 as 40,02760,601.0
Asunnossa on parveke,2021.0,concrete,good,52.0,4/8,8,Kaukolämpö,"2h + k + var - 52,0 m²",True,"piispanportti 9 a20,, ,02240",True,2878.0,"551,20 € / kk",332800.0,apartment,,ESPOO,kitchen,glassed-in balcony,,4,,piispanportti 9 a20,02240,551.0
,,concrete,good,49.0,1/1,1,Kaukolämpö,2h + kt,True,"piispanportti 9 c68,, ,02240",True,,"367,50 € / kk",312522.0,apartment,,ESPOO,kitchenette,,,1,,piispanportti 9 c68,02240,367.0
Asunnossa on parveke,2018.0,concrete,good,45.0,6/6,6,Kaukolämpö,2h + kt,True,"magneettikatu 9 b45,, ,02330",False,3078.0,"292,55 € / kk",228025.0,apartment,,ESPOO,kitchenette,glassed-in balcony,,6,,magneettikatu 9 b45,02330,292.0
Asunnossa on parveke,,concrete,good,49.5,5/7,7,Kaukolämpö,"2h + kt + vh - 49,5 m2",True,"magneettikatu 5 a20,, ,02330",True,1497.0,"336,60 € / kk",269400.0,apartment,,ESPOO,kitchenette,glassed-in balcony,,5,,magneettikatu 5 a20,02330,336.0
Asunnossa on parveke,2021.0,concrete,good,129.5,1/2,2,vesi-ilmalämpöpumppu (VILP),5 h + k + rt + s + pukutila + ph + kph + wc + khh + var,False,"koivukeppi 3 a1,, ,02130",True,1080.0,"194,04 € / kk",845000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,2.0,1,,koivukeppi 3 a1,02130,194.0
Asunnossa on parveke,2021.0,concrete,good,130.0,1/2,2,vesi-ilmalämpöpumppu (VILP),4 h + k + rt + s + ph + askh + kph + wc + khh / pukuh + var,False,"koivukeppi 3 b1,, ,02130",True,1080.0,"194,04 € / kk",815000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,2.0,1,,koivukeppi 3 b1,02130,194.0
Asunnossa on parveke,2021.0,concrete,good,130.0,1/2,2,vesi-ilmalämpöpumppu (VILP),4 h + k + rt + s + ph + askh + kph + wc + khh / pukuh + var,False,"koivukeppi 3 b2,, ,02130",True,1080.0,"194,04 € / kk",825000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,2.0,1,,koivukeppi 3 b2,02130,194.0
,2014.0,concrete,good,238.0,1/1,1,"Maalämpö, vesikiertoinen lattialämmitys. Maaviilennys.",4h + avok + rt + tv-huone + uima-allasos + khh + varastot + at + ,False,"lyökkiniemi 11 b,, ,02160 espoo",True,,,2090000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,2.0,1,Garage,lyökkiniemi 11 b,02160,
,1961.0,concrete,mediocre,94.5,1/1,1,"Kaukolämpö,Ilmanvaihto: Painovoimainen",4h + k + kph + varasto + piha,False,"leppäkertuntie 2,, ,02120 espoo",True,5214.0,"690,00 € / kk",450000.0,row house,Asunnossa ei ole saunaa,ESPOO,kitchen,,1.0,1,,leppäkertuntie 2,02120,690.0
,1975.0,concrete,good,34.0,2/2,2,Kaukolämpö,1h + avokeittiö (yj. muk. 1h + kk),False,"rajamännynkuja 5,, ,02710 espoo",True,5812.0,"153,00 € / kk",112150.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,,,2,,rajamännynkuja 5,02710,153.0
Asunnossa on parveke,1975.0,concrete,good,54.0,2/2,2,Kaukolämpö,2h + k,False,"rajamännynkuja 5,, ,02710 espoo",True,5812.0,"243,00 € / kk",118650.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,,2,,rajamännynkuja 5,02710,243.0
Asunnossa on parveke,1981.0,concrete,mediocre,89.5,2/3,3,Kaukolämpö,4h + k + las.p + sauna,False,"tiistiläntörmä 1,, ,02230 espoo",True,36485.0,"485,09 € / kk",220000.0,apartment,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,2,,tiistiläntörmä 1,02230,485.0
Asunnossa on parveke,2013.0,concrete,good,103.0,1/2,2,,4-5 h + k + s,False,"riimukallio 8 a 2,, ,02760",False,,"1 792,40 € / kk",349000.0,row house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,,riimukallio 8 a 2,02760,1792.0
Asunnossa on parveke,2013.0,concrete,good,86.0,1/2,2,,3 h + k + s,False,"riimukallio 8 d 9,, ,02760",False,,"1 514,60 € / kk",298000.0,row house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,,riimukallio 8 d 9,02760,1514.0
,2013.0,concrete,good,84.0,1/2,2,,3 h + k + s,False,"riimukallio 8 c 7,, ,02760",False,,"1 483,20 € / kk",294000.0,row house,Asunnossa on sauna,ESPOO,kitchen,,,1,,riimukallio 8 c 7,02760,1483.0
Asunnossa on parveke,1993.0,concrete,good,123.0,1/2,2,,5h + k + s + kph + parv + terassi,False,"varputie 2,, ,02270 espoo",True,4850.0,"268,14 € / kk",349000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,2.0,1,,varputie 2,02270,268.0
Asunnossa on parveke,2021.0,concrete,good,113.5,5/5,5,,4h + kt + s,True,"tuuliniitty 5 a 15,, ,02100",True,,"711,68 € / kk",932500.0,apartment,,ESPOO,kitchenette,glassed-in balcony,,5,,tuuliniitty 5 a 15,02100,711.0
Asunnossa on parveke,2020.0,concrete,mediocre,116.0,4/7,7,,5h + k + s,True,"suvikummuntie 1 c 51,, ,02120",True,,"702,00 € / kk",774500.0,apartment,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,4,,suvikummuntie 1 c 51,02120,702.0
Asunnossa on parveke,2019.0,concrete,mediocre,95.5,2/5,5,,3-4h + k,True,"suvikummuntie 1 b 20,, ,02120",True,,"568,55 € / kk",614200.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,,2,,suvikummuntie 1 b 20,02120,568.0
,2017.0,concrete,good,70.0,1/1,1,Kaukolämpö,3h + k + parvi + varasto + ap,False,"pellaksenmäentie 19,, ,02940",False,2907.0,"470,00 € / kk",265000.0,row house,Asunnossa on sauna,ESPOO,kitchen,,1.0,1,Parking space,pellaksenmäentie 19,02940,470.0
Asunnossa on parveke,1959.0,concrete,mediocre,86.0,1/3,3,Maalämpö,4h + k + kph + sauna + piha + parveke (yj. 4 h + k + autota,False,"seilimäki 18,, ,02180 espoo",True,9340.0,"576,20 € / kk",325000.0,row house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,,seilimäki 18,02180,576.0
,1987.0,concrete,mediocre,84.5,2/2,2,Kaukolämpö,4 h + k + kph + erillinen wc + s + parv.,False,"kirvuntie 19,, ,02140 espoo",True,1075.0,"304,20 € / kk",285000.0,apartment,Asunnossa on sauna,ESPOO,kitchen,,,2,,kirvuntie 19,02140,304.0
Asunnossa on parveke,2020.0,concrete,good,64.5,5/5,5,Kaukolämpö,3h + kt + lasitettu parveke,True,"kirkkojärventie 10 b72,, ,02770",,,"397,32 € / kk",283361.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,5,,kirkkojärventie 10 b72,02770,397.0
,1975.0,concrete,good,26.0,3/4,4,Kaukolämpö,1h + kk + kh,True,"tyrskyvuori 4,, ,02320 espoo",True,3899.0,"548,60 € / kk",195000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,,,3,,tyrskyvuori 4,02320,548.0
,1975.0,concrete,good,101.5,1/2,2,"Kaukolämpö,koneellinen poisto",4h + k + kph + wc + vh + sauna + var (yj:n mukaan 4h + k),False,"koivusyrjä 22,, ,02130 espoo",True,8041.0,"406,00 € / kk",429000.0,row house,Asunnossa on sauna,ESPOO,kitchen,,,1,,koivusyrjä 22,02130,406.0
,1994.0,concrete,mediocre,157.0,1/1,1,"öljylämmitys, vesikiertoinen lattialämmitys, varaava takka",6 h + k + khh + 2 x kph / wc + erill. wc + s-osasto + parv,False,"välimäki 9,, ,02250 espoo",True,,,598000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,2.0,1,,välimäki 9,02250,
,1975.0,concrete,good,59.5,4/7,7,Kaukolämpö,2h + k,True,"joupinmäenpolku 4,, ,02760 espoo",True,3210.0,"291,40 € / kk",149000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,,,4,,joupinmäenpolku 4,02760,291.0
Asunnossa on parveke,2017.0,concrete,good,92.0,1/2,2,"Kaukolämpö, vesikiertoinen lattialämmitys",4h + k + s + parveke ja lasitettu terassi,False,"ottopojankuja 2,, ,02330",False,5678.0,"276,00 € / kk",395000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,1,,ottopojankuja 2,02330,276.0
Asunnossa on parveke,2000.0,concrete,good,97.0,1/2,2,Kaukolämpö,3-4h + k + s + kph + er.wc + vh (yj:4h + k + s),False,"aurorankuja 4,, ,02940 espoo",True,8443.0,"419,68 € / kk",308000.0,row house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,2.0,1,,aurorankuja 4,02940,419.0
Asunnossa on parveke,2020.0,concrete,good,29.0,2/8,8,Kaukolämpö,1h + kt,True,"tynnyritie 1 c 80,, ,02230 espoo",True,4185.0,"408,56 € / kk",224000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,2,,tynnyritie 1 c 80,02230,408.0
,2014.0,concrete,good,103.0,1/2,2,"Sähkölämmitys, Vesikiertoinen keskuslämmitys, Ilmalämpöpumppu",4h + k + s + pihavarasto + autokatos,False,"katajatie 9,, ,02360",True,2522.0,"140,00 € / kk",424000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,,1,Garage,katajatie 9,02360,140.0
Asunnossa on parveke,1972.0,concrete,good,60.0,5/5,5,Kaukolämpö,3h + avok + kph + vh + parveke,False,"kuusikallionkuja 3 c,, ,02210",True,5772.0,"255,00 € / kk",215000.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchen,glassed-in balcony,,5,,kuusikallionkuja 3 c,02210,255.0
Asunnossa on parveke,2004.0,concrete,good,76.5,3/4,4,"Kaukolämpö,Kaukolämpö",kolmio merellisessä + vehreässä saunalahdessa,True,"myötätuulenmäki 3,, ,02330",True,5730.0,"310,80 € / kk",278000.0,apartment,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,,3,Garage,myötätuulenmäki 3,02330,310.0
Asunnossa on parveke,2021.0,concrete,good,63.5,5/5,5,"Kaukolämpö, jakotapa toteutetaan vesikiertoisella lattialämmityksellä. Kaikissa huoneissa vesikiertoinen lattialämmitys, samoin kuin kylpyhuoneessa.",3h + kt,True,"kilonportti 2 a 34,, ,02610",False,2456.0,"576,00 € / kk",279464.0,apartment,Taloyhtiössä on sauna,ESPOO,kitchenette,glassed-in balcony,,5,,kilonportti 2 a 34,02610,576.0
Asunnossa on parveke,2021.0,concrete,good,68.5,4/5,5,,3h + kt + s + huoneiston mittainen lasitettu parveke,True,"korkoontie 4 b35,, ,02330",,,"447,31 € / kk",325992.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,4,,korkoontie 4 b35,02330,447.0
Asunnossa on parveke,2021.0,concrete,good,62.0,4/5,5,,3h + kt + s + huoneiston mittainen lasitettu parveke,True,"korkoontie 4 b33,, ,02330",,,"404,86 € / kk",300896.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,4,,korkoontie 4 b33,02330,404.0
Asunnossa on parveke,2021.0,concrete,good,32.5,3/5,5,,1h + kt + huoneiston mittainen lasitettu parveke,True,"korkoontie 4 b31,, ,02330",,,"212,23 € / kk",195948.0,apartment,Asunnossa on sauna,ESPOO,kitchenette,glassed-in balcony,,3,,korkoontie 4 b31,02330,212.0
,2012.0,concrete,good,112.0,1/1,1,Maalämpö,oh + k + 3mh + vh + khh + wc + kph + sauna + piha,False,"heikunantie 1,, ,02680 espoo",True,9457.0,"369,90 € / kk",589000.0,detached house,Asunnossa on sauna,ESPOO,kitchen,,1.0,1,,heikunantie 1,02680,369.0
Asunnossa on parveke,2002.0,concrete,good,117.0,1/2,2,Sähkölämmitys,5h + k + kph + s,False,"säterinrinne 4,, ,02600 espoo",True,1983.0,"409,50 € / kk",460000.0,terraced house,Asunnossa on sauna,ESPOO,kitchen,glassed-in balcony,2.0,1,,säterinrinne 4,02600,409.0
Asunnossa on parveke,2019.0,concrete,good,33.5,3/5,5,"Kaukolämpö,vesikiertoinen lattialämmitys",1h + tk + kph + p,True,"sininärhentie 3,, ,02650 espoo",True,5129.0,"224,70 € / kk",219000.0,apartment,Taloyhtiössä on sauna,ESPOO,open plan kitchen,glassed-in balcony,,3,,sininärhentie 3,02650,224.0
